sessionid,day,time,duration,room,track,type,kids category,title,description,participants
333,Sat,8:30 PM,1hr 15min,Adams,Workshops,Workshop,Welcome,Blockprinting,"Relief block printmaking is a magical, sci-fi art form: it’s like carving with light into darkness, and then cloning the result.  It’s also easy to get started, fun to experiment with, and you can print note cards, gifts, or limited edition artwork to frame and hang proudly. Come learn how to wield the magic, by designing, carving, and printing your own original rubber block. $5 materials fee. Sign up in Program Nexus. Limit: 15.", Anne E.G. Nydam (m)
335,Fri,7:00 PM,1hr 15min,Adams,Workshops,Workshop,Welcome,Make Your Own Wings for Grown-ups,"What can you make with a couple of wire coat hangers, a pair of pantyhose, and duct tape? Wings, of course! This workshop has long been a Fast Track favorite. Now the grown-ups finally get to make their own, and have a blast! The basic designs run from very easy to intermediate skill level, and take about an hour to assemble. Wear as-is, or add feathers, gems, glitter, or other decorations to make your wings one-of-a-kind. Materials fee: $5 per person. Sign up in Program Nexus. Limit: 15.", Cyd Brezinsky (m)
336,Sun,11:30 AM,1hr 15min,Adams,Workshops,Workshop,Welcome,Redesign It!,"Cosplay isn’t always about replicating the exact look of a canon character. Your favorite character can wear a fancy ball gown or a steampunk suit. You can turn your favorite monster, object, or sci-fi vehicle into a stunning ensemble! But what does it take to make your original cosplay design recognizable? How do you even decide on a concept to start with? This workshop will discuss tips and techniques to bring your unique vision to life! Sign up in Program Nexus. Limit: 15.", Hannah Prum (Kirkette Cosplay) (m)
337,Sat,10:00 AM,1hr 15min,Bulfinch,Workshops,Workshop,Welcome,Hands-on (or Hands-off) Theremin Workshop,"You’ve heard its spooky noises in movies, but there’s so much more that the theremin can do! In this hands-on workshop, participants will learn the basics of theremin technique and will have the opportunity to experiment with this unusual instrument. Some previous musical training is helpful but not required. If you are lucky enough to have a theremin of your own, please bring it! Sign up in Program Nexus. Limit: 5.", Marnen Laibow-Koser (m)
343,Sun,5:30 PM,1hr 15min,Alcott,Gaming,Panel,Welcome,What RPG Class is Your Favorite Character/Team?,"Panelists will come with one or more favorite characters and/or teams and how they would class them if they were in an RPG.  For example, in Supernatural, is Dean a dwarf barbarian? Castiel a paladin? Is Sam a Wizard, Bard, or maybe multiclass? Audience members can also suggest movies, shows, books, etc. for RPG classing. ","Jesi Lipp, Liam McGlohon , Brent Weichsel, Mildred Cady (m), Feklar42"
345,Sun,4:00 PM,1hr 15min,Adams,Workshops,Workshop,Welcome,Make a Watercolor Sunset,"Learn the watercolor wash technique, and make a starry sunset painting or two to take home. All materials provided. Ages 8+ suggested. Sign up in Program Nexus. Limit: 20.", Lisa Hertel (m)
346,Sat,2:30 PM,1hr 15min,Marina 4,Gaming,Panel,Welcome,Worldbuilding in RPG Settings,"With the release of D&D 5e, Wizards of the Coast set its ""core"" game world as the Forgotten Realms, one of the most fully-realized RPG settings ever.  This past year, the re-release of the fourth edition of Warhammer, made a conscious effort towards revisiting the worldbuilding of the first and second editions.  How much does the worldbuilding in the core manuals of any RPG matter for the actual gameplay?  And does it matter at all if players are going to homebrew their own settings anyway?"," Jonathan Woodward (m), Pablo Vazquez, Liam McGlohon , Genevieve Iseult Eldredge, Renie Jesanis"
347,Sat,7:00 PM,1hr 15min,Bulfinch,Music,Song Circle,Welcome,Sing To Your Friends,"Come sing (or just listen, but we hope you'll sing) songs that you feel like sharing, from any musical tradition or topic.  Most of our song circles are heavily weighted towards songs that have a chorus the whole room can join in on, but this one will be heavily weighted towards songs that don’t.  (themed participatory song circle – this theme is one of structure rather than content)"," Angela Kessler (m), Nat Budin, Naomi Hinchen"
349,Sat,10:00 AM,1hr 15min,Independence,Workshops,Workshop,Welcome,Bullet Journaling for Geeks,"Bullet journaling is an intuitive planning method that needs only a notebook and a pen. Add your creativity, collections, movies, books, story ideas and more, and it becomes a personal organizer unlike any other. Join experienced bullet journaler Rachel Kenley as she guides you through the basics and helps you create a planner for your likes and life. Beginners and beyond are welcome. Blank notebooks provided or bring your own. Materials fee: $10. Sign up in Program Nexus. Limit: 10.", Rachel Kenley (m)
350,Fri,8:30 PM,1hr 15min,Lewis,Gaming,Panel,Welcome,On Chainmail Bikinis and Succubi: Gender and D&D,"With the release of D&D 5e, many people were pleased to see characters depicted in a less sexist light, with fully-clothed illustrations of female-presenting characters in its rulebooks. However, WotC also released a pink ""Girl's Guide"" to D&D, and D&D has traditionally been seen as less inclusive.  Has D&D—and fantasy RPGs in general—moved beyond marginalization of these communities, at least in part?  If not, how much further does it need to go, and where could it use improvement?"," Mildred Cady (m), Danny Miller, Jessica Waters"
351,Sat,5:30 PM,1hr 15min,Faneuil,Gaming,Panel,Welcome,Improving the Plot in Your RPG,"From D&D forward, the main plot of RPGs often revolves around killing members of other races and taking their stuff.  This cliche is not only truly problematic, but can be boring as well. How have GMs, players, and game designers created more interesting stories in both traditional and narrative tabletop RPGs. What tips can you learn to make your game better?"," Aaron Marks, Marzell Barker, Lisa J Steele, Pablo Vazquez (m), Jonathan Woodward"
354,Sat,11:30 AM,1hr 15min,Marina 3,Science,Lecture,Welcome,Foodcraft: How Science Can Reinvent Your Kitchen,"Foodies are always inventing and adapting scientific techniques to prepare their favorite ingredients in exciting new ways, but how can these modern miracles be made available to someone on a budget? Or is the Modern Kitchen only a pipe dream? Learn the wonders of sous vide, sonic cavitation, and food grade centrifuges."," B. Diane Martin, Cecilia Tan, David G. Shaw (m)"
355,Sat,1:00 PM,1hr 15min,Faneuil,Art & Maker,Panel,PG-13,Tools for Computer and Console Game Development,"Make your own world and tell your own stories. Game development software has come a long way over the last decade. Whether you want to build an actual game, create an MMO sandbox, or create an animated movie, the tools are available to do it and many of them are free. This panel will cover various tools available used for Game development including Unreal Engine 4, Unity, Gamemaker Studio, Godot and others."," Aran P. Ink, Naomi Hinchen, Rich Maynard (m), Lisa J Steele"
356,Sun,8:30 PM,1hr 15min,Marina 3,Science,Panel,Welcome,The Return of Is This A Sandwich?,Is a hot dog in a bun a sandwich? What about an ice cream sandwich? A wrap? How about a burrito? Is there any firm consensus on what does—and does not—constitute a sandwich? Is there any wiggle room? Come debate this issue of vital national importance as we attempt to answer the question: Is [blank] a sandwich? Challenge our panel of experts with your dearly-held counterexamples! A grand unifying theory of sandwiches is rumored to exist - come and see what one of our experts has discovered!," Debra Doyle, Eyal Sagi, Eemeli Aro, David G. Shaw (m), Kat Tanaka Okopnik"
357,Fri,5:30 PM,1hr 15min,Marina 3,Science,Lecture,Welcome,"SF Language & Linguistics: The Good, Bad, & Ugly","In this talk, we'll talk about SF books and stories that handled linguistic issues well, and about others which didn't do quite as well. Also, we'll look at five things some languages do in fascinating detail, and make some suggestions for when you're asked by Hollywood to construct a language for next summer's blockbuster.", John O'Neil (m)
362,Sun,7:00 PM,1hr 15min,Marina 2,Science,Panel,Welcome,"A Loaf of Bread, A Jug of Wine, and Anthrax","Researchers have made wine, beer, and bread from yeast recovered from ancient pottery vessels. Palm trees have grown from 2000-year-old  seeds and are now reproducing. But residents of Siberia were infected with anthrax from a melting reindeer corpse, and we may even have to worry about long-dead people thawing and reintroducing smallpox. How do we balance archaeobiological discoveries against public safety? And how else could climate change turn our melting biome against us?"," David G. Shaw (m), Susan Weiner, Thomas A. Amoroso, Dr. Jim Prego, Bhadrika Love"
363,Sun,5:30 PM,1hr 15min,Marina 3,Art & Maker,Panel,Welcome,You've Been Framed! Framing Tips for Artists,"Show your art in the best possible light. Come speak with panelists who have tips on framing up your art for appeal and cost effectiveness.

Panelists (including a pro framer, and artists across the framing spectrum) will share tips and answer questions.
"," Liz Betts, Nicholas ""phi"" Shectman, Anne E.G. Nydam, Lisa Hertel (m), Kristina Carroll"
364,Mon,11:30 AM,1hr 15min,Marina 3,Art & Maker,Panel,Welcome,Creating Cover Art,"A cover's artwork plays an important role in attracting new readers. In many cases the cover is the first thing to draw a reader in potentially down to an emotional level.

Learn what goes into the design of a compelling cover, including how artists are chosen and what information they are given to work with. so that they can design artwork that draws the reader in."," Griffin Ess , Sara Codair, Mercy Van Vlack (m), James Hailer, Kristina Carroll"
365,Sat,10:00 AM,1hr 15min,Alcott,Art & Maker,Demonstration,Welcome,"Kristina Carroll, Putting Yourself into Art","Kristina Carroll, Arisia's Artist Guest of Honor, presents her work, and talks about her inspirations.
", Kristina Carroll (m)
